compare_key,local_slug,live_slug,status,local_file,live_url,local_title,live_title,local_date,live_date,local_category,live_category,local_scripture,live_scripture,local_description,live_description,local_body_length,live_body_length,note
2025-02-02-使徒行传-8-25-40圣灵引导的事工,2025-02-02-使徒行传-8-25-40｜圣灵引导的事工,2025-02-02-使徒行传-8-25-40圣灵引导的事工,same,src/content/posts/2025-02-02-使徒行传-8-25-40｜圣灵引导的事工.md,https://ronniecross.com/posts/2025-02-02-使徒行传-8-25-40圣灵引导的事工/,使徒行传 8:25-40｜圣灵引导的事工,使徒行传 8:25-40｜圣灵引导的事工,2025-02-02,2025-02-02,教会讲道,教会讲道,使徒行传 8:25-40,使徒行传 8:25-40,20250202-中文 使徒行传 8：25-40 圣灵引导的事工 大家早上好！今天我们继续讲解《使徒行传》系列——“被圣灵感动”。 上次我们讲到了司提反的生平，,20250202-中文 使徒行传 8：25-40 圣灵引导的事工 大家早上好！今天我们继续讲解《使徒行传》系列——“被圣灵感动”。 上次我们讲到了司提反的生平，,4798,4798,
2025-02-08-罗马书-8-1-17-活出生命色彩的秘诀,2025-02-08-罗马书-8-1-17-活出生命色彩的秘诀,2025-02-08-罗马书-8-1-17-活出生命色彩的秘诀,same,src/content/posts/2025-02-08-罗马书-8-1-17-活出生命色彩的秘诀.md,https://ronniecross.com/posts/2025-02-08-罗马书-8-1-17-活出生命色彩的秘诀/,罗马书 8:1-17｜活出生命色彩的秘诀,罗马书 8:1-17｜活出生命色彩的秘诀,2025-02-08,2025-02-08,灵命成长,灵命成长,罗马书 8:1-17,罗马书 8:1-17,"活出生命色彩的秘诀 罗8:1-17 曾在电视上看到这么一则报导:一对老夫妻住在一间破旧的房子里,屋外摆了很多他们从垃圾堆里拣来的东西,事实上这对老夫妻有三、四栋房子,是百万富翁,但","活出生命色彩的秘诀 罗8:1-17 曾在电视上看到这么一则报导:一对老夫妻住在一间破旧的房子里,屋外摆了很多他们从垃圾堆里拣来的东西,事实上这对老夫妻有三、四栋房子,是百万富翁,但",4053,4053,
2025-02-09-使徒行传-9-1-11-17-19圣灵的改变,2025-02-09-使徒行传-9-1-11-17-19｜圣灵的改变,2025-02-09-使徒行传-9-1-11-17-19圣灵的改变,same,src/content/posts/2025-02-09-使徒行传-9-1-11-17-19｜圣灵的改变.md,https://ronniecross.com/posts/2025-02-09-使徒行传-9-1-11-17-19圣灵的改变/,使徒行传 9:1-11;17-19｜圣灵的改变,使徒行传 9:1-11;17-19｜圣灵的改变,2025-02-09,2025-02-09,教会讲道,教会讲道,使徒行传 9:1-11;17-19,使徒行传 9:1-11;17-19,20250209-中文 使徒行传 9：1-11;17-19 圣灵的改变 大家早上好，今天我们继续研读使徒行传，探讨圣灵如何建立祂的教会。上周，我们从埃塞俄比亚太,20250209-中文 使徒行传 9：1-11;17-19 圣灵的改变 大家早上好，今天我们继续研读使徒行传，探讨圣灵如何建立祂的教会。上周，我们从埃塞俄比亚太,4616,4616,
2025-02-16-使徒行传-10-25-44圣灵的纳入,2025-02-16-使徒行传-10-25-44｜圣灵的纳入,2025-02-16-使徒行传-10-25-44圣灵的纳入,same,src/content/posts/2025-02-16-使徒行传-10-25-44｜圣灵的纳入.md,https://ronniecross.com/posts/2025-02-16-使徒行传-10-25-44圣灵的纳入/,使徒行传 10:25-44｜圣灵的纳入,使徒行传 10:25-44｜圣灵的纳入,2025-02-16,2025-02-16,教会讲道,教会讲道,使徒行传 10:25-44,使徒行传 10:25-44,20250216-中文 使徒行传 10：25-44 圣灵的纳入 大家早上好！很高兴能继续讲解《使徒行传》的系列信息，主题是 “被圣灵感动”。你们可能会好奇，为什,20250216-中文 使徒行传 10：25-44 圣灵的纳入 大家早上好！很高兴能继续讲解《使徒行传》的系列信息，主题是 “被圣灵感动”。你们可能会好奇，为什,4416,4416,
2025-02-23-提多书-2-11-15转变生命的恩典,2025-02-23-提多书-2-11-15｜转变生命的恩典,2025-02-23-提多书-2-11-15转变生命的恩典,same,src/content/posts/2025-02-23-提多书-2-11-15｜转变生命的恩典.md,https://ronniecross.com/posts/2025-02-23-提多书-2-11-15转变生命的恩典/,提多书 2:11-15｜转变生命的恩典,提多书 2:11-15｜转变生命的恩典,2025-02-23,2025-02-23,教会讲道,教会讲道,提多书 2:11-15,提多书 2:11-15,20250223-中文 提多书 2：11-15 转变生命的恩典 我们一直在查考《使徒行传》系列，而其中一个反复出现的主题就是神的恩典。今天，我们要深入探讨这个主,20250223-中文 提多书 2：11-15 转变生命的恩典 我们一直在查考《使徒行传》系列，而其中一个反复出现的主题就是神的恩典。今天，我们要深入探讨这个主,3876,3876,
2025-03-02-使徒行传-11-19-30圣灵的鼓励,2025-03-02-使徒行传-11-19-30｜圣灵的鼓励,2025-03-02-使徒行传-11-19-30圣灵的鼓励,same,src/content/posts/2025-03-02-使徒行传-11-19-30｜圣灵的鼓励.md,https://ronniecross.com/posts/2025-03-02-使徒行传-11-19-30圣灵的鼓励/,使徒行传 11:19-30｜圣灵的鼓励,使徒行传 11:19-30｜圣灵的鼓励,2025-03-02,2025-03-02,教会讲道,教会讲道,使徒行传 11:19-30,使徒行传 11:19-30,20250302-中文 使徒行传 11：19-30 圣灵的鼓励 大家早上好。今天，我们继续学习《使徒行传》中关于早期教会的系列经文。我们不断看到一个主题：上帝的,20250302-中文 使徒行传 11：19-30 圣灵的鼓励 大家早上好。今天，我们继续学习《使徒行传》中关于早期教会的系列经文。我们不断看到一个主题：上帝的,4426,4426,
2025-03-08-罗马书-12-1-2-献为活祭,2025-03-08-罗马书-12-1-2-献为活祭,2025-03-08-罗马书-12-1-2-献为活祭,same,src/content/posts/2025-03-08-罗马书-12-1-2-献为活祭.md,https://ronniecross.com/posts/2025-03-08-罗马书-12-1-2-献为活祭/,罗马书 12:1-2｜献为活祭,罗马书 12:1-2｜献为活祭,2025-03-08,2025-03-08,灵命成长,灵命成长,罗马书 12:1-2,罗马书 12:1-2,"献为活祭 圣经:罗马书12:1-2 圣经:罗马书12:1-2 所以弟兄们,我以上帝的慈悲劝你们,将身体献上,当作活祭,是圣洁的,是上帝所喜悦的,你们如此侍奉,乃是理所当然的。不要效","献为活祭 圣经:罗马书12:1-2 圣经:罗马书12:1-2 所以弟兄们,我以上帝的慈悲劝你们,将身体献上,当作活祭,是圣洁的,是上帝所喜悦的,你们如此侍奉,乃是理所当然的。不要效",5935,5935,
2025-03-09-使徒行传-12-1-19凭圣灵祷告,2025-03-09-使徒行传-12-1-19｜凭圣灵祷告,2025-03-09-使徒行传-12-1-19凭圣灵祷告,same,src/content/posts/2025-03-09-使徒行传-12-1-19｜凭圣灵祷告.md,https://ronniecross.com/posts/2025-03-09-使徒行传-12-1-19凭圣灵祷告/,使徒行传 12:1-19｜凭圣灵祷告,使徒行传 12:1-19｜凭圣灵祷告,2025-03-09,2025-03-09,教会讲道,教会讲道,使徒行传 12:1-19,使徒行传 12:1-19,20250309-中文 使徒行传 12：1-19 凭圣灵祷告 大家早上好！很高兴能继续和大家一起学习《使徒行传》中的神的话语。今天我们要看《使徒行传》第12章，,20250309-中文 使徒行传 12：1-19 凭圣灵祷告 大家早上好！很高兴能继续和大家一起学习《使徒行传》中的神的话语。今天我们要看《使徒行传》第12章，,4571,4571,
2025-03-16-使徒行传-13-1-29圣灵引导的宣教,2025-03-16-使徒行传-13-1-29｜圣灵引导的宣教,2025-03-16-使徒行传-13-1-29圣灵引导的宣教,same,src/content/posts/2025-03-16-使徒行传-13-1-29｜圣灵引导的宣教.md,https://ronniecross.com/posts/2025-03-16-使徒行传-13-1-29圣灵引导的宣教/,使徒行传 13:1-29｜圣灵引导的宣教,使徒行传 13:1-29｜圣灵引导的宣教,2025-03-16,2025-03-16,教会讲道,教会讲道,使徒行传 13:1-29,使徒行传 13:1-29,20250316-中文 使徒行传 13：1-29 圣灵引导的宣教 大家早上好！今天我们继续学习《使徒行传》系列——被圣灵感动。 上周我们谈到了祷告的教会所带来的,20250316-中文 使徒行传 13：1-29 圣灵引导的宣教 大家早上好！今天我们继续学习《使徒行传》系列——被圣灵感动。 上周我们谈到了祷告的教会所带来的,4358,4358,
2025-03-23-使徒行传-14-8-23福音的坚韧,2025-03-23-使徒行传-14-8-23｜福音的坚韧,2025-03-23-使徒行传-14-8-23福音的坚韧,same,src/content/posts/2025-03-23-使徒行传-14-8-23｜福音的坚韧.md,https://ronniecross.com/posts/2025-03-23-使徒行传-14-8-23福音的坚韧/,使徒行传 14:8-23｜福音的坚韧,使徒行传 14:8-23｜福音的坚韧,2025-03-23,2025-03-23,教会讲道,教会讲道,使徒行传 14:8-23,使徒行传 14:8-23,20250323-中文 使徒行传 14：8-23福音的坚韧 大家早上好！今天我们继续学习《使徒行传》，现在来到第14章。 上周我们看到，保罗和巴拿巴被安提阿教会,20250323-中文 使徒行传 14：8-23福音的坚韧 大家早上好！今天我们继续学习《使徒行传》，现在来到第14章。 上周我们看到，保罗和巴拿巴被安提阿教会,4582,4582,
2025-03-29-罗马书-8-18-30-得荣耀,2025-03-29-罗马书-8-18-30-得荣耀,2025-03-29-罗马书-8-18-30-得荣耀,same,src/content/posts/2025-03-29-罗马书-8-18-30-得荣耀.md,https://ronniecross.com/posts/2025-03-29-罗马书-8-18-30-得荣耀/,罗马书 8:18-30｜得荣耀,罗马书 8:18-30｜得荣耀,2025-03-29,2025-03-29,灵命成长,灵命成长,罗马书 8:18-30,罗马书 8:18-30,"得荣耀 罗马书8:18-30 罗马书8:18-30 18我想,现在的苦楚若比起将来要显于我们的荣耀,就不足介意了。19受造之物切望等候 神的众子显出来,20因为受造之物服在虚空之下","得荣耀 罗马书8:18-30 罗马书8:18-30 18我想,现在的苦楚若比起将来要显于我们的荣耀,就不足介意了。19受造之物切望等候 神的众子显出来,20因为受造之物服在虚空之下",6055,6055,
2025-03-30-使徒行传-16-20-34借着圣灵得自由,2025-03-30-使徒行传-16-20-34｜借着圣灵得自由,2025-03-30-使徒行传-16-20-34借着圣灵得自由,same,src/content/posts/2025-03-30-使徒行传-16-20-34｜借着圣灵得自由.md,https://ronniecross.com/posts/2025-03-30-使徒行传-16-20-34借着圣灵得自由/,使徒行传 16:20-34｜借着圣灵得自由,使徒行传 16:20-34｜借着圣灵得自由,2025-03-30,2025-03-30,教会讲道,教会讲道,使徒行传 16:20-34,使徒行传 16:20-34,20259330-中文 使徒行传 16：20-34 借着圣灵得自由 早上好，大家！ 今天是家庭主日，我很兴奋能和大家一起学习《使徒行传》。孩子们，今天你们也在这,20259330-中文 使徒行传 16：20-34 借着圣灵得自由 早上好，大家！ 今天是家庭主日，我很兴奋能和大家一起学习《使徒行传》。孩子们，今天你们也在这,3919,3919,
2025-04-06-使徒行传-15-1-12如何处理冲突,2025-04-06-使徒行传-15-1-12｜如何处理冲突,2025-04-06-使徒行传-15-1-12如何处理冲突,same,src/content/posts/2025-04-06-使徒行传-15-1-12｜如何处理冲突.md,https://ronniecross.com/posts/2025-04-06-使徒行传-15-1-12如何处理冲突/,使徒行传 15:1-12｜如何处理冲突,使徒行传 15:1-12｜如何处理冲突,2025-04-06,2025-04-06,教会讲道,教会讲道,使徒行传 15:1-12,使徒行传 15:1-12,20250406-中文 使徒行传 15：1-12 如何处理冲突 大家早上好。今天我们要回到比上周所读的使徒行传第16章更早的时间，我们今天要看的经文是使徒行传第,20250406-中文 使徒行传 15：1-12 如何处理冲突 大家早上好。今天我们要回到比上周所读的使徒行传第16章更早的时间，我们今天要看的经文是使徒行传第,4343,4343,
2025-04-13-哥林多前书-2-1-2复活节系列-十字架上的三句话,2025-04-13-哥林多前书-2-1-2｜复活节系列-十字架上的三句话,2025-04-13-哥林多前书-2-1-2复活节系列-十字架上的三句话,same,src/content/posts/2025-04-13-哥林多前书-2-1-2｜复活节系列-十字架上的三句话.md,https://ronniecross.com/posts/2025-04-13-哥林多前书-2-1-2复活节系列-十字架上的三句话/,哥林多前书 2:1-2｜复活节系列:十字架上的三句话,哥林多前书 2:1-2｜复活节系列:十字架上的三句话,2025-04-13,2025-04-13,教会讲道,教会讲道,哥林多前书 2:1-2,哥林多前书 2:1-2,20250413-中文 复活节系列：十字架上的三句话 大家早上好！今天我们开始一个为期两周的复活节系列讲道，本周我们来看十字架，下周我们将谈论复活。十字架是基督,20250413-中文 复活节系列：十字架上的三句话 大家早上好！今天我们开始一个为期两周的复活节系列讲道，本周我们来看十字架，下周我们将谈论复活。十字架是基督,4434,4434,
2025-04-20-哥林多前书-15-1-6复活节系列-复活的福音,2025-04-20-哥林多前书-15-1-6｜复活节系列-复活的福音,2025-04-20-哥林多前书-15-1-6复活节系列-复活的福音,same,src/content/posts/2025-04-20-哥林多前书-15-1-6｜复活节系列-复活的福音.md,https://ronniecross.com/posts/2025-04-20-哥林多前书-15-1-6复活节系列-复活的福音/,哥林多前书 15:1-6｜复活节系列:复活的福音,哥林多前书 15:1-6｜复活节系列:复活的福音,2025-04-20,2025-04-20,教会讲道,教会讲道,哥林多前书 15:1-6,哥林多前书 15:1-6,20250420-中文 复活节系列：哥林多前书15：1-6复活的福音 大家早上好！复活主日快乐，或称作复活节！我们刚刚有机会听到耶稣在十字架上受死并复活的新生命,20250420-中文 复活节系列：哥林多前书15：1-6复活的福音 大家早上好！复活主日快乐，或称作复活节！我们刚刚有机会听到耶稣在十字架上受死并复活的新生命,3320,3320,
2025-04-26-马太福音-20-1-10-上帝公平吗,2025-04-26-马太福音-20-1-10-上帝公平吗,2025-04-26-马太福音-20-1-10-上帝公平吗,metadata_diff,src/content/posts/2025-04-26-马太福音-20-1-10-上帝公平吗.md,https://ronniecross.com/posts/2025-04-26-马太福音-20-1-10-上帝公平吗/,马太福音 20:1-10｜上帝公平吗,马太福音 20:1-10｜上帝公平吗,2025-04-26,2025-04-26,灵命成长,灵命成长,马太福音 20:1-10,马太福音 20:1-10,"上帝公平吗?(罗9:14-24) 有一个女孩写信给《芝加哥论坛报》,因为她实在搞不明白,为什么她帮妈妈把烤好的甜饼送到餐桌上,得到的只是一句\""好孩子\""的夸奖而那个什么都不干,只知捣","上帝公平吗?(罗9:14-24) 有一个女孩写信给《芝加哥论坛报》,因为她实在搞不明白,为什么她帮妈妈把烤好的甜饼送到餐桌上,得到的只是一句""好孩子""的夸奖而那个什么都不干,只知捣",3189,3189,Different fields: description
2025-04-27-使徒行传-17-1-12专心于神的话语,2025-04-27-使徒行传-17-1-12｜专心于神的话语,2025-04-27-使徒行传-17-1-12专心于神的话语,same,src/content/posts/2025-04-27-使徒行传-17-1-12｜专心于神的话语.md,https://ronniecross.com/posts/2025-04-27-使徒行传-17-1-12专心于神的话语/,使徒行传 17:1-12｜专心于神的话语,使徒行传 17:1-12｜专心于神的话语,2025-04-27,2025-04-27,教会讲道,教会讲道,使徒行传 17:1-12,使徒行传 17:1-12,20250427-中文 使徒行传 17：1-12 专心于神的话语 大家早上好，今天我们继续讲使徒行传系列，来看第17章。保罗正在进行他的第二次宣教之旅，这次同行,20250427-中文 使徒行传 17：1-12 专心于神的话语 大家早上好，今天我们继续讲使徒行传系列，来看第17章。保罗正在进行他的第二次宣教之旅，这次同行,4016,4016,
2025-05-04-使徒行传-17-16-24未知之神,2025-05-04-使徒行传-17-16-24｜未知之神,2025-05-04-使徒行传-17-16-24未知之神,same,src/content/posts/2025-05-04-使徒行传-17-16-24｜未知之神.md,https://ronniecross.com/posts/2025-05-04-使徒行传-17-16-24未知之神/,使徒行传 17:16-24｜未知之神,使徒行传 17:16-24｜未知之神,2025-05-04,2025-05-04,教会讲道,教会讲道,使徒行传 17:16-24,使徒行传 17:16-24,20250504-中文 使徒行传 17：16-24 未知之神 大家早上好，今天我们继续学习《使徒行传》系列，现在我们来到保罗第二次宣教旅程的中途，位于第17章。,20250504-中文 使徒行传 17：16-24 未知之神 大家早上好，今天我们继续学习《使徒行传》系列，现在我们来到保罗第二次宣教旅程的中途，位于第17章。,4763,4763,
2025-05-11-使徒行传-18-1-11保罗在哥林多,2025-05-11-使徒行传-18-1-11｜保罗在哥林多,2025-05-11-使徒行传-18-1-11保罗在哥林多,same,src/content/posts/2025-05-11-使徒行传-18-1-11｜保罗在哥林多.md,https://ronniecross.com/posts/2025-05-11-使徒行传-18-1-11保罗在哥林多/,使徒行传 18:1-11｜保罗在哥林多,使徒行传 18:1-11｜保罗在哥林多,2025-05-11,2025-05-11,教会讲道,教会讲道,使徒行传 18:1-11,使徒行传 18:1-11,20250511-中文 使徒行传18：1-11 保罗在哥林多 大家早上好。今天我们继续查考《使徒行传》，来到第18章。此时，保罗正在进行他的第二次宣教之旅。上周,20250511-中文 使徒行传18：1-11 保罗在哥林多 大家早上好。今天我们继续查考《使徒行传》，来到第18章。此时，保罗正在进行他的第二次宣教之旅。上周,4967,4967,
2025-05-17-罗马书-8-27-明白神的旨意-罗8-27,2025-05-17-罗马书-8-27-明白神的旨意-罗8-27,2025-05-17-罗马书-8-27-明白神的旨意-罗8-27,same,src/content/posts/2025-05-17-罗马书-8-27-明白神的旨意-罗8-27.md,https://ronniecross.com/posts/2025-05-17-罗马书-8-27-明白神的旨意-罗8-27/,罗马书 8:27｜明白神的旨意(罗8:27),罗马书 8:27｜明白神的旨意(罗8:27),2025-05-17,2025-05-17,灵命成长,灵命成长,罗马书 8:27,罗马书 8:27,"明白神的旨意(罗8:27) 罗马书8:27 鉴察人心的,晓得圣灵的意思,因为圣灵照着神的旨意替圣徒祈求。 这节经文介绍圣灵的代求是在“神的旨意”之层次上,而不是在我们的层次上。“我","明白神的旨意(罗8:27) 罗马书8:27 鉴察人心的,晓得圣灵的意思,因为圣灵照着神的旨意替圣徒祈求。 这节经文介绍圣灵的代求是在“神的旨意”之层次上,而不是在我们的层次上。“我",4989,4989,
2025-05-18-使徒行传-18-18-28亚波罗在以弗所,2025-05-18-使徒行传-18-18-28｜亚波罗在以弗所,2025-05-18-使徒行传-18-18-28亚波罗在以弗所,same,src/content/posts/2025-05-18-使徒行传-18-18-28｜亚波罗在以弗所.md,https://ronniecross.com/posts/2025-05-18-使徒行传-18-18-28亚波罗在以弗所/,使徒行传 18:18-28｜亚波罗在以弗所,使徒行传 18:18-28｜亚波罗在以弗所,2025-05-18,2025-05-18,教会讲道,教会讲道,使徒行传 18:18-28,使徒行传 18:18-28,20250518-中文 使徒行传 18：18-28亚波罗在以弗所 大家早上好！我们原本打算继续查考《使徒行传》第19章，但我实在不忍跳过第18章结尾这段关于亚波,20250518-中文 使徒行传 18：18-28亚波罗在以弗所 大家早上好！我们原本打算继续查考《使徒行传》第19章，但我实在不忍跳过第18章结尾这段关于亚波,4249,4249,
2025-05-24-诗篇-32-1-11-悔改的操练-在认罪与赦免中经历神,2025-05-24-诗篇-32-1-11-悔改的操练-在认罪与赦免中经历神,2025-05-24-诗篇-32-1-11-悔改的操练-在认罪与赦免中经历神,same,src/content/posts/2025-05-24-诗篇-32-1-11-悔改的操练-在认罪与赦免中经历神.md,https://ronniecross.com/posts/2025-05-24-诗篇-32-1-11-悔改的操练-在认罪与赦免中经历神/,诗篇 32:1-11｜悔改的操练：在认罪与赦免中经历神,诗篇 32:1-11｜悔改的操练：在认罪与赦免中经历神,2025-05-24,2025-05-24,灵命成长,灵命成长,诗篇 32:1-11,诗篇 32:1-11,"诗 32 悔改的操练 我们来查考诗篇第32篇。 得赦免其过、遮盖其罪的,这人是有福的!凡心里没有诡诈、耶和华不算为有罪的,这人是有福的!我闭口不认罪的时候,因终日唉哼而骨头枯干。黑","诗 32 悔改的操练 我们来查考诗篇第32篇。 得赦免其过、遮盖其罪的,这人是有福的!凡心里没有诡诈、耶和华不算为有罪的,这人是有福的!我闭口不认罪的时候,因终日唉哼而骨头枯干。黑",8302,8302,
2025-05-25-使徒行传-19保罗在以弗所,2025-05-25-使徒行传-19｜保罗在以弗所,2025-05-25-使徒行传-19保罗在以弗所,same,src/content/posts/2025-05-25-使徒行传-19｜保罗在以弗所.md,https://ronniecross.com/posts/2025-05-25-使徒行传-19保罗在以弗所/,使徒行传 19｜保罗在以弗所,使徒行传 19｜保罗在以弗所,2025-05-25,2025-05-25,教会讲道,教会讲道,使徒行传 19,使徒行传 19,20250525-中文 使徒行传19章——保罗在以弗所 大家早上好！今天是家庭主日，小朋友们，如果你还没有拿到活动纸，请记得领取一张。我们照例会有三个问题，如果,20250525-中文 使徒行传19章——保罗在以弗所 大家早上好！今天是家庭主日，小朋友们，如果你还没有拿到活动纸，请记得领取一张。我们照例会有三个问题，如果,3946,3946,
2025-06-01-使徒行传-20保罗与以弗所的长老们,2025-06-01-使徒行传-20｜保罗与以弗所的长老们,2025-06-01-使徒行传-20保罗与以弗所的长老们,same,src/content/posts/2025-06-01-使徒行传-20｜保罗与以弗所的长老们.md,https://ronniecross.com/posts/2025-06-01-使徒行传-20保罗与以弗所的长老们/,使徒行传 20｜保罗与以弗所的长老们,使徒行传 20｜保罗与以弗所的长老们,2025-06-01,2025-06-01,教会讲道,教会讲道,使徒行传 20,使徒行传 20,20250601-中文 使徒行传20章：保罗与以弗所的长老们 大家早上好，我们将在接下来的三个主日里结束《使徒行传》的系列讲道。《使徒行传》第22到27章有一大,20250601-中文 使徒行传20章：保罗与以弗所的长老们 大家早上好，我们将在接下来的三个主日里结束《使徒行传》的系列讲道。《使徒行传》第22到27章有一大,5008,5008,
2025-06-06-罗马书-14-1-12-不可论断,2025-06-06-罗马书-14-1-12-不可论断,2025-06-06-罗马书-14-1-12-不可论断,same,src/content/posts/2025-06-06-罗马书-14-1-12-不可论断.md,https://ronniecross.com/posts/2025-06-06-罗马书-14-1-12-不可论断/,罗马书 14:1-12｜不可论断,罗马书 14:1-12｜不可论断,2025-06-06,2025-06-06,灵命成长,灵命成长,罗马书 14:1-12,罗马书 14:1-12,"不可论断 经文:罗14:1-12 刚才我们读了《罗马书》14章1~12节的经文,这处经文有一个主题,就是弟兄姐妹之间要彼此包容,而不是互相论断。这个主题对于罗马教会来说,非常及时。","不可论断 经文:罗14:1-12 刚才我们读了《罗马书》14章1~12节的经文,这处经文有一个主题,就是弟兄姐妹之间要彼此包容,而不是互相论断。这个主题对于罗马教会来说,非常及时。",5539,5539,
2025-06-08-使徒行传-22-1-22保罗的见证,2025-06-08-使徒行传-22-1-22｜保罗的见证,2025-06-08-使徒行传-22-1-22保罗的见证,same,src/content/posts/2025-06-08-使徒行传-22-1-22｜保罗的见证.md,https://ronniecross.com/posts/2025-06-08-使徒行传-22-1-22保罗的见证/,使徒行传 22:1-22｜保罗的见证,使徒行传 22:1-22｜保罗的见证,2025-06-08,2025-06-08,教会讲道,教会讲道,使徒行传 22:1-22,使徒行传 22:1-22,20250608-中文 使徒行传22：1-22 保罗的见证 大家早上好。今天是我们《使徒行传》系列讲道的倒数第二次。我们简单回顾一下：上周我们看了保罗在米利都这,20250608-中文 使徒行传22：1-22 保罗的见证 大家早上好。今天是我们《使徒行传》系列讲道的倒数第二次。我们简单回顾一下：上周我们看了保罗在米利都这,4931,4931,
2025-06-15-使徒行传-18-28-31善终之道,2025-06-15-使徒行传-18-28-31｜善终之道,2025-06-15-使徒行传-18-28-31善终之道,same,src/content/posts/2025-06-15-使徒行传-18-28-31｜善终之道.md,https://ronniecross.com/posts/2025-06-15-使徒行传-18-28-31善终之道/,使徒行传 18:28-31｜善终之道,使徒行传 18:28-31｜善终之道,2025-06-15,2025-06-15,教会讲道,教会讲道,使徒行传 18:28-31,使徒行传 18:28-31,20250615-中文 使徒行传18：28-31：善终之道 大家早上好！今天是我们《使徒行传》系列讲道的最后一讲，主题是“被圣灵感动”。这段旅程真是一场奇妙的冒,20250615-中文 使徒行传18：28-31：善终之道 大家早上好！今天是我们《使徒行传》系列讲道的最后一讲，主题是“被圣灵感动”。这段旅程真是一场奇妙的冒,4743,4743,
2025-06-21-罗马书-8-31-得胜有余基督里,2025-06-21-罗马书-8-31-得胜有余基督里,2025-06-21-罗马书-8-31-得胜有余基督里,same,src/content/posts/2025-06-21-罗马书-8-31-得胜有余基督里.md,https://ronniecross.com/posts/2025-06-21-罗马书-8-31-得胜有余基督里/,罗马书 8:31｜得胜有余基督里,罗马书 8:31｜得胜有余基督里,2025-06-21,2025-06-21,灵命成长,灵命成长,罗马书 8:31,罗马书 8:31,"得胜有余基督里 罗8:31-39 (罗8:31-39) 罗 8:31 既是这样,还有什么说的呢?神若帮助我们,谁能敌挡我们呢? 罗 8:32 神既不爱惜自己的儿子为我们众人舍了,岂","得胜有余基督里 罗8:31-39 (罗8:31-39) 罗 8:31 既是这样,还有什么说的呢?神若帮助我们,谁能敌挡我们呢? 罗 8:32 神既不爱惜自己的儿子为我们众人舍了,岂",4880,4880,
2025-06-22-约拿书-1经文讲解,2025-06-22-约拿书-1｜经文讲解,2025-06-22-约拿书-1经文讲解,same,src/content/posts/2025-06-22-约拿书-1｜经文讲解.md,https://ronniecross.com/posts/2025-06-22-约拿书-1经文讲解/,约拿书 1｜经文讲解,约拿书 1｜经文讲解,2025-06-22,2025-06-22,教会讲道,教会讲道,约拿书 1,约拿书 1,20250622-中文 早安，教会的家人们！如果你已经在 Cross 教会一段时间了，你可能已经注意到——我不是 Patrick 牧师。如果你是新来的，我叫 G,20250622-中文 早安，教会的家人们！如果你已经在 Cross 教会一段时间了，你可能已经注意到——我不是 Patrick 牧师。如果你是新来的，我叫 G,5186,5186,
2025-06-29-约拿书-2经文讲解,2025-06-29-约拿书-2｜经文讲解,2025-06-29-约拿书-2经文讲解,same,src/content/posts/2025-06-29-约拿书-2｜经文讲解.md,https://ronniecross.com/posts/2025-06-29-约拿书-2经文讲解/,约拿书 2｜经文讲解,约拿书 2｜经文讲解,2025-06-29,2025-06-29,教会讲道,教会讲道,约拿书 2,约拿书 2,20250629-中文 早安，教会的弟兄姐妹们， 我很高兴今天早上再次与你们相聚。今天我们将继续查考约拿书这个系列。如果你是第一次加入，可能听说过《约拿书》是关,20250629-中文 早安，教会的弟兄姐妹们， 我很高兴今天早上再次与你们相聚。今天我们将继续查考约拿书这个系列。如果你是第一次加入，可能听说过《约拿书》是关,4486,4486,
2025-07-06-约拿书-3经文讲解,2025-07-06-约拿书-3｜经文讲解,2025-07-06-约拿书-3经文讲解,same,src/content/posts/2025-07-06-约拿书-3｜经文讲解.md,https://ronniecross.com/posts/2025-07-06-约拿书-3经文讲解/,约拿书 3｜经文讲解,约拿书 3｜经文讲解,2025-07-06,2025-07-06,教会讲道,教会讲道,约拿书 3,约拿书 3,20250706-中文 教会的弟兄姊妹早安， 这几周我们一直在研读《约拿书》，今天我们要结束这段旅程，进入第四章的内容。如果你今天才加入我们，我们最近在查考约拿,20250706-中文 教会的弟兄姊妹早安， 这几周我们一直在研读《约拿书》，今天我们要结束这段旅程，进入第四章的内容。如果你今天才加入我们，我们最近在查考约拿,4655,4655,
2025-07-13-约翰福音-6-22-29引言-我们需要一次诊断,2025-07-13-约翰福音-6-22-29｜引言-我们需要一次诊断,2025-07-13-约翰福音-6-22-29引言-我们需要一次诊断,same,src/content/posts/2025-07-13-约翰福音-6-22-29｜引言-我们需要一次诊断.md,https://ronniecross.com/posts/2025-07-13-约翰福音-6-22-29引言-我们需要一次诊断/,约翰福音 6:22-29｜引言:我们需要一次诊断,约翰福音 6:22-29｜引言:我们需要一次诊断,2025-07-13,2025-07-13,教会讲道,教会讲道,约翰福音 6:22-29,约翰福音 6:22-29,20250713-中文 经文：约翰福音 6：22–29引言：我们需要一次诊断 大约一个月前，我的肋骨突然剧烈疼痛，最后去了医院。 那是一种我从未经历过的痛，我完,20250713-中文 经文：约翰福音 6：22–29引言：我们需要一次诊断 大约一个月前，我的肋骨突然剧烈疼痛，最后去了医院。 那是一种我从未经历过的痛，我完,5045,5045,
