priority,category,recovery_target,impacted_count,impacted_articles,recommended_action,recommended_search_location,status,note
P2,missing_sermon_raw_directory,data/raw/教会讲道/20251116马太福音 6：19-24 管家职分-单一的主人_Patrick/20251116.txt,2,data/processed/整理后的讲道文章/2025-11-16-马太福音-6-19-24｜管家职分-单一的主人.md | src/content/posts/2025-11-16-马太福音-6-19-24｜管家职分-单一的主人.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20251123哥林多后书 8：7-9 慷慨_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2025-11-23-哥林多后书-8-7-9｜慷慨.md | src/content/posts/2025-11-23-哥林多后书-8-7-9｜慷慨.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20251130提摩太前书 6：6-10  知足_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2025-11-30-提摩太前书-6-6-10｜知足.md | src/content/posts/2025-11-30-提摩太前书-6-6-10｜知足.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20251207路加福音 1：26-38 所应许的礼物_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2025-12-07-路加福音-1-26-38｜所应许的礼物.md | src/content/posts/2025-12-07-路加福音-1-26-38｜所应许的礼物.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20251214路加福音 2：8–20 礼物的宣告_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2025-12-14-路加福音-2-8-20｜礼物的宣告.md | src/content/posts/2025-12-14-路加福音-2-8-20｜礼物的宣告.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20251221以弗所书 5：1–2 最伟大的礼物_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2025-12-21-以弗所书-5-1-2｜最伟大的礼物.md | src/content/posts/2025-12-21-以弗所书-5-1-2｜最伟大的礼物.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20260104约翰福音 8：31–36 真正的自由_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2026-01-04-约翰福音-8-31-36｜真正的自由.md | src/content/posts/2026-01-04-约翰福音-8-31-36｜真正的自由.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20260111罗马书 1：1–7 罗马书导论_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2026-01-11-罗马书-1-1-7｜罗马书导论.md | src/content/posts/2026-01-11-罗马书-1-1-7｜罗马书导论.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20260118罗马书 1：16–32_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2026-01-18-罗马书-1-16-32｜经文讲解.md | src/content/posts/2026-01-18-罗马书-1-16-32｜经文讲解.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20260125罗马书第二章：自以为义的人被定罪_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2026-01-25-罗马书-2｜自以为义的人被定罪.md | src/content/posts/2026-01-25-罗马书-2｜自以为义的人被定罪.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20260201罗马书3：1–20_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2026-02-01-罗马书-3-1-20｜经文讲解.md | src/content/posts/2026-02-01-罗马书-3-1-20｜经文讲解.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20260208罗马书 3：21–31 因信称义_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2026-02-08-罗马书-3-21-31｜因信称义.md | src/content/posts/2026-02-08-罗马书-3-21-31｜因信称义.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20260215罗马书第4章：像亚伯拉罕一样的信心_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2026-02-15-罗马书-4｜像亚伯拉罕一样的信心.md | src/content/posts/2026-02-15-罗马书-4｜像亚伯拉罕一样的信心.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20260222罗马书 5：1-11 在基督里得以和好_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2026-02-22-罗马书-5-1-11｜在基督里得以和好.md | src/content/posts/2026-02-22-罗马书-5-1-11｜在基督里得以和好.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20260301罗马书 5：12–21 恩典掌权_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2026-03-01-罗马书-5-12-21｜恩典掌权.md | src/content/posts/2026-03-01-罗马书-5-12-21｜恩典掌权.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20260308罗马书 6：1–14 向罪死，在基督里活_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2026-03-08-罗马书-6-1-14｜向罪死-在基督里活.md | src/content/posts/2026-03-08-罗马书-6-1-14｜向罪死-在基督里活.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20260315罗马书 6：15–23 在恩典之下_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2026-03-15-罗马书-6-15-23｜在恩典之下.md | src/content/posts/2026-03-15-罗马书-6-15-23｜在恩典之下.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20260322罗马书 7：14–20_Grayson/文本.txt,2,data/processed/整理后的讲道文章/2026-03-22-罗马书-7-14-20｜经文讲解.md | src/content/posts/2026-03-22-罗马书-7-14-20｜经文讲解.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20260329马太福音 27：15–26伟大的交换_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2026-03-29-马太福音-27-15-26｜伟大的交换.md | src/content/posts/2026-03-29-马太福音-27-15-26｜伟大的交换.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20260405约翰福音 11：25-26 耶稣是我们的盼望_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2026-04-05-约翰福音-11-25-26｜耶稣是我们的盼望.md | src/content/posts/2026-04-05-约翰福音-11-25-26｜耶稣是我们的盼望.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20260412罗马书 8：1-4：12-17 被圣灵收养_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2026-04-12-罗马书-8-1-4-12-17｜被圣灵收养.md | src/content/posts/2026-04-12-罗马书-8-1-4-12-17｜被圣灵收养.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20260419罗马书 8：18–28 在苦难中的盼望_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2026-04-19-罗马书-8-18-28｜在苦难中的盼望.md | src/content/posts/2026-04-19-罗马书-8-18-28｜在苦难中的盼望.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20260426罗马书 8：31-39 那位不可忘记的神_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2026-04-26-罗马书-8-31-39｜那位不可忘记的神.md | src/content/posts/2026-04-26-罗马书-8-31-39｜那位不可忘记的神.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20260503罗马书 9：14-24 陶匠与泥土_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2026-05-03-罗马书-9-14-24｜陶匠与泥土.md | src/content/posts/2026-05-03-罗马书-9-14-24｜陶匠与泥土.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20260510罗马书9：30-10：21_Akira/文本.txt,2,data/processed/整理后的讲道文章/2026-05-10-罗马书-9-30-10-21｜经文讲解.md | src/content/posts/2026-05-10-罗马书-9-30-10-21｜经文讲解.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20260517罗马书 11 恩典拣选_Patrick/20260517罗马书 11 恩典拣选_Patrick.txt,2,data/processed/整理后的讲道文章/2026-05-17-罗马书-11｜恩典拣选.md | src/content/posts/2026-05-17-罗马书-11｜恩典拣选.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20260524罗马书 12：1-8 活出福音_Patrick/20260524罗马书 12：1-8 活出福音_Patrick.txt,2,data/processed/整理后的讲道文章/2026-05-24-罗马书-12-1-8｜活出福音.md | src/content/posts/2026-05-24-罗马书-12-1-8｜活出福音.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20260531罗马书 12：9-21 真诚的爱_Patrick/20260531罗马书 12：9-21 真诚的爱_Patrick.txt,2,data/processed/整理后的讲道文章/2026-05-31-罗马书-12-9-21｜真诚的爱.md | src/content/posts/2026-05-31-罗马书-12-9-21｜真诚的爱.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20260607罗马书 13：1-14 社会中的福音_Patrick/20260607罗马书 13：1-14 社会中的福音_Patrick.txt,2,data/processed/整理后的讲道文章/2026-06-07-罗马书-13-1-14｜社会中的福音.md | src/content/posts/2026-06-07-罗马书-13-1-14｜社会中的福音.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
